Geographic Area,City,Median Income
NE,Inglewood village,50000
NE,Inland CDP,72917
NE,Inman village,42500
NE,Ithaca village,60000
NE,Jackson village,58250
NE,Jansen village,37500
NE,Johnson village,41875
NE,Johnstown village,33125
NE,Julian village,38000
NE,Juniata village,46250
NE,Kearney,50566
NE,Kenesaw village,58036
NE,Kennard village,57917
NE,Keystone CDP,51406
NE,Kilgore village,52500
NE,Kimball,36940
NE,King Lake CDP,(X)
NE,Lakeview CDP,77639
NE,Lamar village,26250
NE,La Platte CDP,34041
NE,Laurel,48421
NE,La Vista,57032
NE,Lawrence village,40568
NE,Lebanon village,58750
NE,Leigh village,52500
NE,Lemoyne CDP,(X)
NE,Leshara village,34583
NE,Lewellen village,27500
NE,Lewiston village,36250
NE,Lexington,43096
NE,Liberty village,33750
NE,Lincoln,49840
NE,Lindsay village,43750
NE,Lindy CDP,31667
NE,Linwood village,36875
NE,Lisco CDP,80227
NE,Litchfield village,53333
NE,Lodgepole village,50536
NE,Long Pine,28125
NE,Loomis village,58000
NE,Lorenzo CDP,-
NE,Loretto CDP,-
NE,Lorton village,61250
NE,Louisville,51806
NE,Loup,40104
NE,Lushton village,55000
NE,Lyman village,43750
NE,Lynch village,30139
NE,Lyons,38875
NE,McCook,41407
NE,McCool Junction village,51518
NE,McGrew village,18750
NE,McLean village,65625
NE,Macy CDP,20536
NE,Madison,47222
NE,Madrid village,50714
NE,Magnet village,25000
NE,Malcolm village,69896
NE,Malmo village,101563
NE,Manley village,57083
NE,Marquette village,44167
NE,Martin CDP,30819
NE,Martinsburg village,26250
NE,Maskell village,43750
NE,Mason village,31389
NE,Max CDP,(X)
NE,Maxwell village,57750
NE,Maywood village,48750
NE,Mead village,57788
NE,Meadow Grove village,41250
NE,Melbeta village,47500
NE,Memphis village,52500
NE,Merna village,48571
NE,Merriman village,(X)
NE,Milford,49412
NE,Miller village,22083
NE,Milligan village,33594
NE,Minatare,26827
NE,Minden,47591
NE,Mitchell,43000
NE,Monowi village,-
NE,Monroe village,48125
NE,Moorefield village,(X)
NE,Morrill village,42750
NE,Morse Bluff village,30962
NE,Mullen village,36061
NE,Murdock village,53125
NE,Murray village,55139
NE,Naper village,35000
NE,Naponee village,34205
NE,Nebraska,42327
NE,Nehawka village,64118
NE,Neligh,41037
NE,Nelson,32708
NE,Nemaha village,29500
NE,Nenzel village,105625
NE,Newcastle village,32115
NE,Newman Grove,37917
NE,Newport village,32500
NE,Nickerson village,38125
NE,Niobrara village,36042
NE,Nora village,18958
NE,Norfolk,46250
NE,Norman village,48036
NE,North Bend,54250
NE,North Loup village,40000
NE,North Platte,44367
NE,Oak village,31667
NE,Oakdale village,24896
NE,Oakland,52731
NE,Obert village,25000
NE,Oconto village,36250
NE,Octavia village,55893
NE,Odell village,42500
NE,Odessa CDP,67750
NE,Offutt AFB CDP,44097
NE,Ogallala,36875
NE,Ohiowa village,39167
NE,Omaha,49896
NE,O'Neill,42443
NE,Ong village,30938
NE,Orchard village,40000
NE,Ord,41426
NE,Orleans village,41591
NE,Osceola,56591
NE,Oshkosh,33571
NE,Osmond,50893
NE,Otoe village,42222
NE,Overland CDP,107857
NE,Overton village,49489
NE,Oxford village,40491
NE,Page village,29167
NE,Palisade village,41406
NE,Palmer village,51719
NE,Palmyra village,59063
NE,Panama village,62500
NE,Papillion,74992
NE,Parks CDP,-
NE,Pawnee,31477
NE,Paxton village,50882
NE,Pender village,50972
NE,Peru,41848
NE,Petersburg village,42188
NE,Phillips village,41364
NE,Pickrell village,49286
NE,Pierce,56080
NE,Pilger village,36250
NE,Plainview,42292
NE,Platte Center village,53281
NE,Plattsmouth,49008
NE,Pleasant Dale village,60313
NE,Pleasanton village,51750
NE,Plymouth village,46458
NE,Polk village,42083
NE,Ponca,54917
NE,Poole CDP,(X)
NE,Potter village,40833
NE,Prague village,48333
NE,Preston village,58125
NE,Primrose village,46563
NE,Prosser village,55938
NE,Raeville CDP,-
NE,Ragan village,61000
NE,Ralston,53810
NE,Randolph,43529
NE,Ravenna,40250
NE,Raymond village,57083
NE,Red Cloud,32917
NE,Republican village,36786
NE,Reynolds village,20750
NE,Richfield CDP,60774
NE,Richland village,43750
NE,Rising village,60208
NE,Riverdale village,60000
NE,Riverton village,29063
NE,Roca village,77500
NE,Rockville village,35625
NE,Rogers village,56250
NE,Rosalie village,39583
NE,Roscoe CDP,-
NE,Roseland village,55714
NE,Royal village,56250
NE,Rulo village,39861
NE,Rushville,34911
NE,Ruskin village,30000
NE,St. Edward,40000
NE,St. Helena village,50938
NE,St. Libory CDP,70625
NE,St. Paul,42283
NE,Salem village,23750
NE,Santee village,17143
NE,Sarben CDP,(X)
NE,Sargent,29792
NE,Saronville village,74028
NE,Schuyler,47500
NE,Scotia village,39107
NE,Scottsbluff,37572
NE,Scribner,46118
NE,Seneca village,23125
NE,Seward,58914
NE,Shelby village,42750
NE,Shelton village,60833
NE,Shickley village,52679
NE,Sholes village,60625
NE,Shubert village,40893
NE,Sidney,54242
NE,Silver Creek village,41583
NE,Smithfield village,51250
NE,Snyder village,45208
NE,South Bend village,67679
NE,South Sioux,44784
NE,Spalding village,38611
NE,Spencer village,36319
NE,Sprague village,51875
NE,Springfield,61917
NE,Springview village,33750
NE,Stamford village,40417
NE,Stanton,42188
NE,Staplehurst village,49583
NE,Stapleton village,45278
NE,Steele village,30000
NE,Steinauer village,31667
NE,Stella village,44000
NE,Sterling village,41250
NE,Stockham village,(X)
NE,Stockville village,(X)
NE,Strang village,40000
NE,Stratton village,33929
NE,Stromsburg,54286
NE,Stuart village,53516
NE,Sumner village,48125
NE,Sunol CDP,57115
NE,Superior,35605
NE,Surprise village,41250
NE,Sutherland village,65152
NE,Sutton,51288
NE,Swanton village,35625
NE,Syracuse,46500
NE,Table Rock village,29583
NE,Talmage village,34125
NE,Tamora CDP,98750
NE,Tarnov village,44000
NE,Taylor village,39583
NE,Tecumseh,40287
NE,Tekamah,48015
NE,Terrytown,31576
NE,Thayer village,62500
NE,Thedford village,48750
NE,Thurston village,44583
NE,Tilden,44348
NE,Tobias village,78750
NE,Trenton village,31875
NE,Trumbull village,48750
NE,Tryon CDP,46250
NE,Uehling village,42222
NE,Ulysses village,49750
NE,Unadilla village,53333
NE,Union village,36563
NE,Upland village,51250
NE,Utica village,66818
NE,Valentine,43536
NE,Valley,50350
NE,Valparaiso village,54688
NE,Venango village,53000
NE,Venice CDP,46172
NE,Verdel village,(X)
NE,Verdigre village,34464
NE,Verdon village,37656
NE,Virginia village,38750
NE,Waco village,55000
NE,Wahoo,51028
NE,Wakefield,49559
NE,Wallace village,44063
NE,Walthill village,35139
NE,Walton CDP,131172
NE,Wann CDP,165321
NE,Washington village,98125
NE,Waterbury village,49375
NE,Waterloo village,54792
NE,Wauneta village,40000
NE,Wausa village,51917
NE,Waverly,83081
NE,Wayne,40801
NE,Weeping Water,54643
NE,Wellfleet village,42917
NE,Western village,43750
NE,Westerville CDP,-
NE,Weston village,45000
NE,West Point,41676
NE,White Clay CDP,-
NE,Whitney village,(X)
NE,Wilber,50938
NE,Wilcox village,47500
NE,Willow Island CDP,-
NE,Wilsonville village,48125
NE,Winnebago village,31250
NE,Winnetoon village,86000
NE,Winside village,52813
NE,Winslow village,37188
NE,Wisner,45052
NE,Wolbach village,37750
NE,Wood Lake village,30000
NE,Woodland Hills CDP,124286
NE,Woodland Park CDP,54831
NE,Wood River,58289
NE,Wymore,35950
NE,Wynot village,37083
NE,Yankee Hill CDP,113393
NE,York,47865
NE,Yutan,65313
NV,Alamo CDP,44007
NV,Austin CDP,(X)
NV,Baker CDP,23906
NV,Battle Mountain CDP,86950
NV,Beatty CDP,33341
NV,Beaverdam CDP,-
NV,Bennett Springs CDP,(X)
NV,Blue Diamond CDP,(X)
NV,Boulder,56405
NV,Bunkerville CDP,50833
NV,Caliente,37647
NV,Cal-Nev-Ari CDP,24444
NV,Carlin,79306
NV,Carson,47668
NV,Carter Springs CDP,48750
NV,Cold Springs CDP,64883
NV,Crescent Valley CDP,93250
NV,Crystal Bay CDP,146862
NV,Dayton CDP,47482
NV,Denio CDP,-
NV,Double Spring CDP,92578
NV,Dry Valley CDP,-
NV,Dyer CDP,32250
NV,East Valley CDP,104015
NV,Elko,73843
NV,Ely,51333
NV,Empire CDP,-
NV,Enterprise CDP,68137
NV,Eureka CDP,37431
NV,Fallon,39580
NV,Fallon Station CDP,37188
NV,Fernley,52001
NV,Fish Springs CDP,77250
NV,Fort McDermitt CDP,15192
NV,Gabbs CDP,(X)
NV,Gardnerville CDP,42198
NV,Gardnerville Ranchos CDP,52179
NV,Genoa CDP,153580
NV,Gerlach CDP,27788
NV,Glenbrook CDP,(X)
NV,Golconda CDP,55924
NV,Golden Valley CDP,84188
NV,Goldfield CDP,39688
NV,Goodsprings CDP,-
NV,Grass Valley CDP,48750
NV,Hawthorne CDP,39527
NV,Henderson,63120
NV,Hiko CDP,58750
NV,Humboldt River Ranch CDP,-
NV,Imlay CDP,(X)
NV,Incline Village CDP,73329
NV,Indian Hills CDP,61231
NV,Indian Springs CDP,49336
NV,Jackpot CDP,38291
NV,Johnson Lane CDP,74938
NV,Kingsbury CDP,64347
NV,Kingston CDP,43452
NV,Lakeridge CDP,86328
NV,Lamoille CDP,(X)
NV,Las Vegas,50202
NV,Laughlin CDP,32847
NV,Lemmon Valley CDP,54107
NV,Logan Creek CDP,-
NV,Lovelock,34286
NV,Lund CDP,64034
NV,McDermitt CDP,-
NV,McGill CDP,45536
NV,Mesquite,44103
NV,Mina CDP,-
NV,Minden CDP,52125
NV,Moapa Town CDP,69297
NV,Moapa Valley CDP,65654
NV,Mogul CDP,93750
NV,Montello CDP,(X)
NV,Mount Charleston CDP,75833
NV,Mount Wilson CDP,-
NV,Nellis AFB CDP,48488
NV,Nelson CDP,-
NV,Nixon CDP,27000
NV,North Las Vegas,52511
NV,Oasis CDP,-
NV,Orovada CDP,(X)
NV,Osino CDP,63103
NV,Owyhee CDP,35938
NV,Pahrump CDP,41229
NV,Panaca CDP,46655
NV,Paradise CDP,43911
NV,Paradise Valley CDP,(X)
NV,Pioche CDP,(X)
NV,Preston CDP,-
NV,Rachel CDP,-
NV,Reno,47012
NV,Round Hill Village CDP,79432
NV,Ruhenstroth CDP,64858
NV,Ruth CDP,47371
NV,Sandy Valley CDP,39072
NV,Schurz CDP,27875
NV,Searchlight CDP,25741
NV,Silver CDP,(X)
NV,Silver Peak CDP,68625
NV,Silver Springs CDP,33780
NV,Skyland CDP,175208
NV,Smith Valley CDP,70926
NV,Spanish Springs CDP,78604
NV,Sparks,52795
NV,Spring Creek CDP,92513
NV,Spring Valley CDP,50192
NV,Stagecoach CDP,45288
NV,Stateline CDP,44080
NV,Summerlin South CDP,89167
NV,Sunrise Manor CDP,39586
NV,Sun Valley CDP,44013
NV,Sutcliffe CDP,27500
NV,Tonopah CDP,38969
NV,Topaz Lake CDP,99375
NV,Topaz Ranch Estates CDP,42862
NV,Unionville CDP,-
NV,Ursine CDP,(X)
NV,Valmy CDP,-
NV,Verdi CDP,66429
NV,Virginia CDP,69219
NV,Wadsworth CDP,27917
NV,Walker Lake CDP,48194
NV,Washoe Valley CDP,78836
NV,Wells,50114
NV,West Wendover,43077
NV,Whitney CDP,46541
NV,Winchester CDP,36986
NV,Winnemucca,71250
NV,Yerington,44792
NV,Zephyr Cove CDP,74659
NH,Alton CDP,41429
NH,Amherst CDP,112344
NH,Antrim CDP,55703
NH,Ashland CDP,40000
NH,Bartlett CDP,33063
NH,Belmont CDP,60625
NH,Bennington CDP,54583
NH,Berlin,35523
NH,Bethlehem CDP,47941
NH,Blodgett Landing CDP,(X)
NH,Bradford CDP,54583
NH,Bristol CDP,41210
NH,Canaan CDP,46250
NH,Center Ossipee CDP,(X)
NH,Center Sandwich CDP,39737
NH,Charlestown CDP,(X)
NH,Claremont,45859
NH,Colebrook CDP,35625
NH,Concord,56093
NH,Contoocook CDP,84083
NH,Conway CDP,39921
NH,Derry CDP,58302
NH,Dover,61008
NH,Durham CDP,48083
NH,East Merrimack CDP,58125
NH,Enfield CDP,75313
NH,Epping CDP,50438
NH,Exeter CDP,66495
NH,Farmington CDP,36136
NH,Franklin,43237
NH,Goffstown CDP,61690
NH,Gorham CDP,53077
NH,Greenville CDP,52292
NH,Groveton CDP,36250
NH,Hampton CDP,79460
NH,Hampton Beach CDP,53095
NH,Hancock CDP,60417
NH,Hanover CDP,88164
NH,Henniker CDP,62889
NH,Hillsborough CDP,41750
NH,Hinsdale CDP,38981
NH,Hooksett CDP,68294
NH,Hudson CDP,66368
NH,Jaffrey CDP,35360
NH,Keene,52636
NH,Laconia,50000
NH,Lancaster CDP,57589
NH,Lebanon,53004
NH,Lincoln CDP,37000
NH,Lisbon CDP,47697
NH,Littleton CDP,36550
NH,Londonderry CDP,89643
NH,Loudon CDP,64625
NH,Manchester,54282
NH,Marlborough CDP,44391
NH,Melvin Village CDP,33417
NH,Meredith CDP,42880
NH,Milford CDP,49226
NH,Milton CDP,50813
NH,Milton Mills CDP,(X)
NH,Mountain Lakes CDP,47155
NH,Nashua,67246
NH,Newfields CDP,81250
NH,New Hampton CDP,89632
NH,New London CDP,31985
NH,Newmarket CDP,53025
NH,Newport CDP,49486
NH,North Conway CDP,45269
NH,North Haverhill CDP,63929
NH,North Walpole CDP,71739
NH,North Woodstock CDP,40083
NH,Peterborough CDP,41101
NH,Pinardville CDP,58355
NH,Pittsfield CDP,27798
NH,Plainfield CDP,127813
NH,Plymouth CDP,27066
NH,Portsmouth,71392
NH,Raymond CDP,60313
NH,Rochester,46979
NH,Sanbornville CDP,45352
NH,Seabrook Beach CDP,66318
NH,Somersworth,54868
NH,South Hooksett CDP,91495
NH,Suissevale CDP,(X)
NH,Suncook CDP,56181
NH,Tilton Northfield CDP,52712
NH,Troy CDP,55677
NH,Union CDP,(X)
NH,Walpole CDP,46061
NH,Warner CDP,53657
NH,West Stewartstown CDP,32083
NH,West Swanzey CDP,38856
NH,Whitefield CDP,31743
NH,Wilton CDP,50565
NH,Winchester CDP,52935
NH,Wolfeboro CDP,62019
NH,Woodsville CDP,40708
NJ,Absecon,63656
NJ,Allamuchy CDP,-
NJ,Allendale borough,140331
NJ,Allenhurst borough,83155
NJ,Allentown borough,97434
NJ,Allenwood CDP,94750
NJ,Alloway CDP,82917
NJ,Alpha borough,58804
NJ,Alpine borough,111146
NJ,Anderson CDP,72167
NJ,Andover borough,76875
NJ,Annandale CDP,112750
NJ,Asbury CDP,67986
NJ,Asbury Park,32755
NJ,Ashland CDP,86787
NJ,Atlantic,25737
NJ,Atlantic Highlands borough,88024
NJ,Audubon borough,79000
NJ,Audubon Park borough,44722
NJ,Avalon borough,83523
NJ,Avenel CDP,68261
NJ,Avon-by-the-Sea borough,71513
NJ,Barclay CDP,117875
NJ,Barnegat CDP,73516
NJ,Barnegat Light borough,77500
NJ,Barrington borough,61711
NJ,Bay Head borough,108542
NJ,Bayonne,54413
NJ,Beach Haven borough,71964
NJ,Beach Haven West CDP,83845
NJ,Beachwood borough,71540
NJ,Beattystown CDP,55587
NJ,Beckett CDP,100875
NJ,Belford CDP,115000
NJ,Belle Mead CDP,107969
NJ,Belleplain CDP,80000
NJ,Bellmawr borough,50784
NJ,Belmar borough,62083
NJ,Belvidere town,56221
NJ,Bergenfield borough,79000
NJ,Berlin borough,82429
NJ,Bernardsville borough,114444
NJ,Beverly,50880
NJ,Blackwells Mills CDP,149559
NJ,Blackwood CDP,59808
NJ,Blairstown CDP,48650
NJ,Blawenburg CDP,181111
NJ,Bloomingdale borough,75781
NJ,Bloomsbury borough,76071
NJ,Bogota borough,76649
NJ,Boonton town,90326
NJ,Bordentown,68266
NJ,Bound Brook borough,62263
NJ,Bradley Beach borough,61682
NJ,Bradley Gardens CDP,115789
NJ,Brainards CDP,92188
NJ,Branchville borough,67308
NJ,Brass Castle CDP,87112
NJ,Bridgeton,36208
NJ,Bridgeville CDP,-
NJ,Brielle borough,122416
NJ,Brigantine,57031
NJ,Broadway CDP,53388
NJ,Brookdale CDP,107930
NJ,Brookfield CDP,33935
NJ,Brooklawn borough,60208
NJ,Browns Mills CDP,57219
NJ,Brownville CDP,86818
NJ,Budd Lake CDP,90504
NJ,Buena borough,46169
NJ,Burleigh CDP,60143
NJ,Burlington,55072
NJ,Butler borough,92377
NJ,Buttzville CDP,-
NJ,Byram Center CDP,64500
NJ,Caldwell borough,72708
NJ,Califon borough,100833
NJ,Camden,25042
NJ,Cape May,50625
NJ,Cape May Court House CDP,66458
NJ,Cape May Point borough,53125
NJ,Carlstadt borough,70056
NJ,Carneys Point CDP,53024
NJ,Carteret borough,67068
NJ,Cedar Glen Lakes CDP,30942
NJ,Cedar Glen West CDP,33000
NJ,Cedarville CDP,56250
NJ,Chatham borough,142765
NJ,Cherry Hill Mall CDP,86250
NJ,Chesilhurst borough,53516
NJ,Chester borough,97250
NJ,Clayton borough,63628
NJ,Clearbrook Park CDP,41071
NJ,Clementon borough,52661
NJ,Cliffside Park borough,60979
NJ,Cliffwood Beach CDP,73170
NJ,Clifton,67992
NJ,Clinton town,101422
NJ,Closter borough,124023
NJ,Clyde CDP,115227
NJ,Collings Lakes CDP,62237
NJ,Collingswood borough,60777
NJ,Colonia CDP,94474
NJ,Columbia CDP,78417
NJ,Concordia CDP,48472
NJ,Corbin,56875
NJ,Country Lake Estates CDP,76226
NJ,Cranbury CDP,148375
NJ,Crandon Lakes CDP,85147
NJ,Cresskill borough,110156
NJ,Crestwood Village CDP,29649
NJ,Dayton CDP,118071
NJ,Deal borough,80714
NJ,Delaware CDP,101339
NJ,Delaware Park CDP,85069
NJ,Demarest borough,163571
NJ,Diamond Beach CDP,105000
NJ,Dover town,60822
NJ,Dover Beaches North CDP,67708
NJ,Dover Beaches South CDP,61346
NJ,Dumont borough,93074
NJ,Dunellen borough,77099
NJ,East Franklin CDP,59643
NJ,East Freehold CDP,119688
NJ,East Millstone CDP,100750
NJ,East Newark borough,49375
NJ,East Orange,36921
NJ,East Rocky Hill CDP,128269
NJ,East Rutherford borough,78680
NJ,Eatontown borough,64149
NJ,Echelon CDP,51053
NJ,Edgewater borough,101767
NJ,Egg Harbor,43235
NJ,Elizabeth,43568
NJ,Ellisburg CDP,61544
NJ,Elmer borough,72411
NJ,Elmwood Park borough,71852
NJ,Elwood CDP,40313
NJ,Emerson borough,102500
NJ,Englewood,75074
NJ,Englewood Cliffs borough,140605
NJ,Englishtown borough,83317
NJ,Erma CDP,76622
NJ,Essex Fells borough,172386
NJ,Estell Manor,78750
NJ,Fair Haven borough,157344
NJ,Fair Lawn borough,99536
NJ,Fairton CDP,49167
NJ,Fairview borough,53846
NJ,Fairview CDP,105595
NJ,Fanwood borough,111905
NJ,Far Hills borough,103333
NJ,Farmingdale borough,61101
NJ,Fieldsboro borough,74375
NJ,Finderne CDP,85350
NJ,Finesville CDP,71125
NJ,Flemington borough,50333
NJ,Florence CDP,55241
NJ,Florham Park borough,103916
NJ,Folsom borough,66250
NJ,Fords CDP,83201
NJ,Forked River CDP,67167
NJ,Fort Dix CDP,57371
NJ,Fort Lee borough,70415
NJ,Franklin borough,57599
NJ,Franklin Center CDP,102361
NJ,Franklin Lakes borough,156146
NJ,Franklin Park CDP,91364
NJ,Freehold borough,54595
NJ,Frenchtown borough,77396
NJ,Garfield,45469
NJ,Garwood borough,73924
NJ,Gibbsboro borough,82944
NJ,Gibbstown CDP,64478
NJ,Glassboro borough,64246
NJ,Glendora CDP,56118
NJ,Glen Gardner borough,61917
NJ,Glen Ridge borough,170433
NJ,Glen Rock borough,155221
NJ,Gloucester,50615
NJ,Golden Triangle CDP,72109
NJ,Great Meadows CDP,100515
NJ,Green Knoll CDP,111558
NJ,Greentree CDP,115903
NJ,Greenwich CDP,149167
NJ,Griggstown CDP,130455
NJ,Groveville CDP,86004
NJ,Guttenberg town,56837
NJ,Hackensack,55289
NJ,Hackettstown town,64464
NJ,Haddonfield borough,128440
NJ,Haddon Heights borough,88162
NJ,Hainesburg CDP,90156
NJ,Haledon borough,64024
NJ,Hamburg borough,75179
NJ,Hamilton Square CDP,107051
NJ,Hammonton town,62798
NJ,Hampton borough,72045
NJ,Hancocks Bridge CDP,44063
NJ,Harlingen CDP,191023
NJ,Harmony CDP,63571
NJ,Harrington Park borough,128088
NJ,Harrison town,56713
NJ,Harvey Cedars borough,69167
NJ,Hasbrouck Heights borough,81460
NJ,Haworth borough,160526
NJ,Hawthorne borough,82532
NJ,Heathcote CDP,107420
NJ,Helmetta borough,74554
NJ,High Bridge borough,81250
NJ,Highland Lakes CDP,76862
NJ,Highland Park borough,68837
NJ,Highlands borough,62770
NJ,Hightstown borough,71174
NJ,Hillsdale borough,108224
NJ,Hi-Nella borough,47589
NJ,Hoboken,114381
NJ,Ho-Ho-Kus borough,162386
NJ,Holiday-Berkeley CDP,31807
NJ,Holiday South CDP,35743
NJ,Holiday Heights CDP,38073
NJ,Hopatcong borough,76875
NJ,Hope CDP,83409
NJ,Hopewell borough,101316
NJ,Hutchinson CDP,102188
NJ,Interlaken borough,135938
NJ,Iselin CDP,81843
NJ,Island Heights borough,78147
NJ,Jamesburg borough,70787
NJ,Jersey,59537
NJ,Johnsonburg CDP,(X)
NJ,Juliustown CDP,94500
NJ,Keansburg borough,47686
NJ,Kearny town,60015
NJ,Kendall Park CDP,116113
NJ,Kenilworth borough,97279
NJ,Kenvil CDP,96324
NJ,Keyport borough,54522
NJ,Kingston CDP,76629
NJ,Kingston Estates CDP,69159
NJ,Kinnelon borough,140265
NJ,Lake Como borough,62663
NJ,Lakehurst borough,66078
NJ,Lake Mohawk CDP,121849
NJ,Lake Telemark CDP,105417
NJ,Lakewood CDP,37976
NJ,Lambertville,79444
NJ,Laurel Lake CDP,41192
NJ,Laurel Springs borough,81250
NJ,Laurence Harbor CDP,74103
NJ,Lavallette borough,61989
NJ,Lawnside borough,59279
NJ,Lawrenceville CDP,93447
NJ,Lebanon borough,86620
NJ,Leisure Knoll CDP,39946
NJ,Leisuretowne CDP,35045
NJ,Leisure Village CDP,32277
NJ,Leisure Village East CDP,37976
NJ,Leisure Village West CDP,34782
NJ,Leonardo CDP,56583
NJ,Leonia borough,86107
NJ,Lincoln Park borough,81956
NJ,Lincroft CDP,130750
NJ,Linden,63250
NJ,Lindenwold borough,38906
NJ,Linwood,82419
NJ,Little Ferry borough,67357
NJ,Little Silver borough,136818
NJ,Loch Arbour village,112500
NJ,Lodi borough,50774
NJ,Long Branch,48327
NJ,Longport borough,86484
NJ,Long Valley CDP,95000
NJ,Lopatcong Overlook CDP,75536
NJ,McGuire AFB CDP,52058
NJ,Madison borough,110040
NJ,Madison Park CDP,65549
NJ,Magnolia borough,57883
NJ,Manahawkin CDP,67518
NJ,Manasquan borough,93200
NJ,Mantoloking borough,126250
NJ,Manville borough,64514
NJ,Margate,67138
NJ,Marksboro CDP,71875
NJ,Marlton CDP,71480
NJ,Martinsville CDP,126745
NJ,Matawan borough,81420
NJ,Mays Landing CDP,48664
NJ,Maywood borough,81339
NJ,Medford Lakes borough,100024
NJ,Mendham borough,129853
NJ,Mercerville CDP,80604
NJ,Merchantville borough,69833
NJ,Metuchen borough,112971
NJ,Middlebush CDP,142188
NJ,Middlesex borough,79327
NJ,Midland Park borough,89130
NJ,Milford borough,78681
NJ,Millstone borough,103000
NJ,Milltown borough,101685
NJ,Millville,49133
NJ,Monmouth Beach borough,103287
NJ,Monmouth Junction CDP,96915
NJ,Montvale borough,110635
NJ,Moonachie borough,55179
NJ,Moorestown-Lenola CDP,101886
NJ,Morganville CDP,141968
NJ,Morris Plains borough,110817
NJ,Morristown town,77407
NJ,Mountain Lake CDP,59688
NJ,Mountain Lakes borough,164432
NJ,Mountainside borough,133571
NJ,Mount Arlington borough,84912
NJ,Mount Ephraim borough,61715
NJ,Mount Hermon CDP,92813
NJ,Mullica Hill CDP,101469
NJ,Mystic Island CDP,54808
NJ,National Park borough,57356
NJ,Navesink CDP,102031
NJ,Neptune borough,55728
NJ,Netcong borough,54659
NJ,Newark,33139
NJ,New Brunswick,38435
NJ,New Egypt CDP,80583
NJ,Newfield borough,70556
NJ,New Milford borough,78077
NJ,New Providence borough,130057
NJ,Newton town,48409
NJ,New Village CDP,85208
NJ,North Arlington borough,66484
NJ,North Beach Haven CDP,78261
NJ,North Caldwell borough,200152
NJ,North Cape May CDP,51399
NJ,Northfield,68854
NJ,North Haledon borough,96161
NJ,North Middletown CDP,81691
NJ,North Plainfield borough,66272
NJ,Northvale borough,84881
NJ,North Wildwood,43941
NJ,Norwood borough,92203
NJ,Oakhurst CDP,99688
NJ,Oakland borough,109258
NJ,Oaklyn borough,67969
NJ,Oak Valley CDP,62750
NJ,Ocean Acres CDP,74209
NJ,Ocean,57813
NJ,Ocean Gate borough,66667
NJ,Ocean Grove CDP,53152
NJ,Oceanport borough,90238
NJ,Ogdensburg borough,79271
NJ,Old Bridge CDP,99422
NJ,Old Tappan borough,116285
NJ,Olivet CDP,87042
NJ,Oradell borough,141550
NJ,Oxford CDP,52692
NJ,Palisades Park borough,64726
NJ,Palmyra borough,64766
NJ,Panther Valley CDP,82734
NJ,Paramus borough,100272
NJ,Park Ridge borough,104047
NJ,Passaic,31832
NJ,Paterson,32915
NJ,Paulsboro borough,40925
NJ,Peapack and Gladstone borough,132250
NJ,Pedricktown CDP,54886
NJ,Pemberton borough,67098
NJ,Pemberton Heights CDP,55444
NJ,Pennington borough,115536
NJ,Penns Grove borough,31406
NJ,Pennsville CDP,58533
NJ,Perth Amboy,44024
NJ,Phillipsburg town,44537
NJ,Pine Beach borough,89750
NJ,Pine Hill borough,50184
NJ,Pine Lake Park CDP,72156
NJ,Pine Ridge at Crestwood CDP,32629
NJ,Pine Valley borough,-
NJ,Pitman borough,73616
NJ,Plainfield,54500
NJ,Plainsboro Center CDP,81012
NJ,Pleasant Plains CDP,144359
NJ,Pleasantville,41633
NJ,Point Pleasant borough,89779
NJ,Point Pleasant Beach borough,76174
NJ,Pomona CDP,70870
NJ,Pompton Lakes borough,87004
NJ,Port Colden CDP,(X)
NJ,Port Monmouth CDP,82125
NJ,Port Murray CDP,-
NJ,Port Norris CDP,48520
NJ,Port Reading CDP,80911
NJ,Port Republic,84688
NJ,Presidential Lakes Estates CDP,73880
NJ,Princeton,114645
NJ,Princeton Junction CDP,150909
NJ,Princeton Meadows CDP,86068
NJ,Prospect Park borough,53889
NJ,Quinton CDP,71667
NJ,Rahway,60374
NJ,Ramblewood CDP,93193
NJ,Ramsey borough,135387
NJ,Ramtown CDP,109181
NJ,Raritan borough,73827
NJ,Red Bank borough,62028
NJ,Richwood CDP,130577
NJ,Ridgefield borough,68843
NJ,Ridgefield Park village,63841
NJ,Ridgewood village,147823
NJ,Ringwood borough,108638
NJ,Rio Grande CDP,51429
NJ,Riverdale borough,87274
NJ,River Edge borough,103607
NJ,Riverton borough,92125
NJ,Robbinsville CDP,88406
NJ,Robertsville CDP,125256
NJ,Rockaway borough,78604
NJ,Rockleigh borough,133125
NJ,Rocky Hill borough,104219
NJ,Roebling CDP,72332
NJ,Roosevelt borough,72321
NJ,Roseland borough,101786
NJ,Roselle borough,43397
NJ,Roselle Park borough,63021
NJ,Rosenhayn CDP,66353
NJ,Ross Corner CDP,-
NJ,Rossmoor CDP,33929
NJ,Rumson borough,136538
NJ,Runnemede borough,61885
NJ,Rutherford borough,84778
NJ,Saddle River borough,121026
NJ,Salem,26320
NJ,Sayreville borough,80386
NJ,Sea Bright borough,83244
NJ,Seabrook Farms CDP,30477
NJ,Sea Girt borough,108333
NJ,Sea Isle,66683
NJ,Seaside Heights borough,33958
NJ,Seaside Park borough,72981
NJ,Secaucus town,86061
NJ,Sewaren CDP,73421
NJ,Shark River Hills CDP,93380
